# Flux Network Reconstruction using RW method
# Walkers leave from emitting cells
# Probability involves emitting fluxes, then absorbing flux is shared among connections
# Seed: 1684539137
# Threshold: 0.5
# Precision: 100000.0
# Dt: 1.0
# Radius step: 6.000000
# Matrix output


0.000309 0.000360 0.215835 0.000500 0.286118 0.009835 0.062956 0.001338 0.000317 0.002957 0.000027 0.007018 -0.000000 0.002364 0.000040 0.056910 0.002614 0.004840 0.006468 0.000034 0.000033 0.000017 0.006419 -0.000000 0.001827 0.000008 0.000081 0.009665 0.013963 0.000101 0.000090 0.000071 0.000361 0.000261 -0.000000 0.001289 0.000114 0.000068 0.000047 0.004579 0.000033 0.000477 0.000437 0.000008 0.000087 0.004631 0.000257 0.000070 -0.000000 0.000561 0.000163 -0.000000 0.000134 -0.000000 -0.000000 -0.000000 0.000056 0.001509 -0.000000 0.000432 -0.000000 -0.000000 -0.000000 0.000065 -0.000000 0.000000 0.000059 0.000036 -0.000000 0.000012 -0.000000 
0.376380 0.162551 0.039405 0.144064 0.040433 0.006364 0.093178 0.087193 0.029629 0.026401 0.003205 0.013404 0.021117 0.097805 0.005168 0.013956 0.042806 0.009127 0.006395 0.003820 0.005793 0.002079 0.006325 0.001416 0.013541 0.000762 0.000342 0.005689 0.003720 0.003325 0.003039 0.002811 0.002104 0.002065 0.002013 0.000878 0.002273 0.002466 0.000725 0.000713 0.000674 0.000128 0.001507 0.000137 0.000032 0.001300 0.001492 0.000420 0.000194 0.000164 0.000653 0.000109 0.000123 0.000042 0.000076 0.000030 0.000197 0.000274 0.000050 0.000309 0.000038 -0.000000 0.000037 0.000033 0.000011 0.000001 0.000030 0.000012 -0.000000 0.000012 0.000013 
0.176721 0.096214 0.059791 0.099991 0.067992 0.009232 0.145692 0.089583 0.028571 0.034902 0.003328 0.017682 0.014360 0.108837 0.004313 0.021266 0.053372 0.013054 0.008896 0.004258 0.005661 0.002113 0.007647 0.001287 0.019525 0.000708 0.000398 0.008911 0.005402 0.003073 0.002634 0.002858 0.002636 0.002366 0.002517 0.001083 0.002765 0.002123 0.000900 0.000782 0.000756 0.000171 0.001944 0.000167 0.000047 0.001706 0.001852 0.000420 0.000349 0.000444 0.000735 0.000145 0.000123 0.000021 0.000057 0.000030 0.000253 0.000343 0.000050 0.000494 0.000076 -0.000000 0.000037 0.000081 0.000044 0.000000 0.000059 0.000036 -0.000000 0.000037 0.000013 
0.016973 0.050961 0.003993 0.047167 0.005107 0.000774 0.012752 0.030068 0.069416 0.004481 0.001903 0.002887 0.038668 0.037738 0.004280 0.003202 0.015576 0.002904 0.002116 0.003322 0.006869 0.002789 0.003163 0.002574 0.007117 0.001092 0.000197 0.003290 0.001631 0.006449 0.003421 0.002740 0.001488 0.001524 0.003859 0.000878 0.004053 0.003972 0.000795 0.000368 0.001299 0.000153 0.001556 0.000358 0.000034 0.001300 0.001801 0.001295 0.000698 0.000421 0.002286 0.000346 0.000224 0.000042 0.000095 0.000089 0.000506 0.000343 0.000100 0.000679 0.000342 0.000105 0.000062 0.000033 0.000033 0.000001 0.000149 0.000084 0.000007 0.000050 0.000026 
0.001029 0.001800 0.000630 0.001938 0.000851 0.000033 0.001205 0.001960 0.009735 0.000439 0.000123 0.000358 0.003848 0.003065 0.000377 0.000846 0.001416 0.000277 0.000289 0.000438 0.000579 0.000248 0.000378 0.000335 0.001008 0.000123 0.000031 0.000480 0.000612 0.000806 0.000585 0.000449 0.000170 0.000321 0.000671 0.000056 0.000682 0.000959 0.000117 0.000046 0.000148 0.000024 0.000389 0.000030 0.000004 0.000162 0.000566 0.000315 0.000116 0.000094 0.000327 0.000073 -0.000000 0.000021 0.000019 0.000010 0.000084 0.000137 0.000067 0.000309 0.000114 0.000053 0.000050 0.000016 -0.000000 -0.000000 0.000030 0.000012 0.000004 0.000037 -0.000000 
0.041660 0.113904 0.009142 0.116995 0.013300 0.001613 0.028315 0.070318 0.097034 0.010787 0.003488 0.005353 0.052746 0.075564 0.008223 0.008760 0.030444 0.006361 0.004087 0.006409 0.012596 0.004910 0.006467 0.004221 0.014423 0.001969 0.000347 0.008431 0.003465 0.010480 0.006528 0.005221 0.003422 0.003187 0.007089 0.001420 0.006781 0.006164 0.001204 0.000851 0.001693 0.000257 0.003208 0.000700 0.000061 0.002762 0.003242 0.002171 0.000853 0.000702 0.007103 0.000564 0.000246 0.000229 0.000322 0.000179 0.001321 0.000274 0.000184 0.000988 0.000571 0.000473 0.000137 0.000114 0.000078 0.000002 0.000208 0.000060 0.000020 0.000100 0.000052 
0.001440 0.004474 0.000525 0.004751 0.000319 0.000098 0.001807 0.004780 0.028359 0.000624 0.000269 0.000379 0.014360 0.006129 0.000633 0.000362 0.002342 0.000332 0.000289 0.000616 0.001506 0.000582 0.000094 0.000618 0.000567 0.000177 0.000021 0.000685 0.000357 0.001663 0.000518 0.000520 0.000213 0.000180 0.000671 0.000093 0.000909 0.000685 0.000117 0.000023 0.000131 0.000018 0.000486 0.000061 0.000004 0.000406 0.000257 0.000175 0.000291 0.000094 0.000408 0.000055 0.000056 0.000021 0.000057 0.000010 0.000112 0.000069 0.000033 0.000062 0.000038 -0.000000 0.000025 0.000016 0.000011 0.000000 -0.000000 -0.000000 -0.000000 0.000012 -0.000000 
0.001440 0.001440 0.016393 0.001750 0.021068 0.002607 0.034440 0.005450 0.002857 0.005128 0.000291 0.004763 0.001596 0.011383 0.000498 0.009787 0.007897 0.004785 0.003775 0.000658 0.001291 0.000505 0.005570 0.000335 0.007369 0.000238 0.000216 0.006649 0.003822 0.001864 0.001216 0.001228 0.001722 0.001463 0.002013 0.001532 0.001818 0.001712 0.000608 0.000897 0.000855 0.000330 0.002868 0.000266 0.000087 0.003412 0.001852 0.001225 0.000872 0.000866 0.003674 0.000273 0.000470 0.000021 0.000227 0.000099 0.000590 0.000617 0.000134 0.001359 0.000228 0.000263 0.000224 0.000196 0.000166 0.000003 0.000416 0.000179 0.000018 0.000162 0.000039 
0.017384 0.044739 0.003363 0.046917 0.005107 0.000676 0.012651 0.047134 0.285600 0.005174 0.002610 0.002065 0.131772 0.048508 0.008007 0.002477 0.016828 0.002268 0.001827 0.005414 0.012761 0.005441 0.002502 0.005354 0.006991 0.002131 0.000160 0.002605 0.001274 0.010278 0.004772 0.003166 0.001403 0.001323 0.004153 0.000430 0.003485 0.006369 0.000713 0.000184 0.001003 0.000092 0.001799 0.000342 0.000016 0.000975 0.001338 0.000805 0.000388 0.000164 0.001551 0.000364 0.000078 0.000167 0.000133 0.000109 0.000366 0.000069 0.000117 0.000309 0.000152 0.000053 0.000087 0.000049 0.000022 0.000001 0.000178 0.000048 0.000004 0.000050 0.000026 
0.006892 0.017844 0.001786 0.020442 0.002341 0.000236 0.004117 0.021798 0.230575 0.002241 0.001157 0.000801 0.093385 0.021102 0.004246 0.000785 0.005936 0.000636 0.000505 0.002108 0.005412 0.002412 0.000802 0.003114 0.003149 0.001223 0.000060 0.000411 0.000255 0.005643 0.001688 0.001347 0.000361 0.000421 0.001846 0.000131 0.001212 0.001507 0.000164 0.000092 0.000181 0.000018 0.000486 0.000053 -0.000000 0.000162 0.000257 0.000315 0.000097 0.000047 0.000571 0.000036 0.000034 0.000021 0.000057 0.000020 0.000056 0.000069 0.000017 -0.000000 0.000038 0.000053 -0.000000 -0.000000 -0.000000 -0.000000 0.000059 -0.000000 -0.000000 -0.000000 0.000013 
